,ID,Date,Category,Amount,Payment Method,Location
7515,7516,2023-11-02,Clothing,69.88,Credit Card,New York
7516,7517,2024-04-26,Health,218.06,Mobile Payment,Chicago
7517,7518,2024-01-01,Food,493.0,Mobile Payment,Chicago
7518,7519,2024-08-13,Food,178.55,Cash,Chicago
7519,7520,2024-04-25,Transportation,318.65,Credit Card,Los Angeles
7520,7521,2024-04-22,Health,169.7,Debit Card,Chicago
7521,7522,2024-01-15,Utilities,318.17,Credit Card,Phoenix
7522,7523,2023-12-11,Food,385.09,Cash,Phoenix
7523,7524,2024-08-05,Clothing,176.26,Cash,Houston
7524,7525,2024-08-12,Health,54.97,Mobile Payment,Phoenix
7525,7526,2024-01-23,Health,428.23,Cash,Phoenix
7526,7527,2024-08-07,Clothing,477.15,Debit Card,Phoenix
7527,7528,2024-09-16,Miscellaneous,133.92,Mobile Payment,New York
7528,7529,2024-07-11,Food,252.69,Debit Card,New York
7529,7530,2024-08-30,Miscellaneous,231.34,Credit Card,Phoenix
7530,7531,2024-07-03,Utilities,150.09,Credit Card,Phoenix
7531,7532,2024-09-20,Utilities,118.24,Credit Card,Phoenix
7532,7533,2024-07-19,Utilities,10.97,Credit Card,Houston
7533,7534,2024-04-15,Entertainment,419.23,Mobile Payment,Houston
7534,7535,2023-11-17,Entertainment,42.8,Credit Card,Chicago
7535,7536,2024-07-28,Food,465.52,Credit Card,Phoenix
7536,7537,2023-12-24,Entertainment,62.52,Debit Card,Houston
7537,7538,2024-06-10,Food,455.87,Cash,Phoenix
7538,7539,2024-01-12,Entertainment,411.49,Debit Card,Chicago
7539,7540,2024-04-17,Utilities,69.19,Credit Card,Los Angeles
7540,7541,2024-01-15,Transportation,191.84,Credit Card,Phoenix
7541,7542,2023-11-21,Miscellaneous,457.39,Mobile Payment,Chicago
7542,7543,2023-11-03,Transportation,484.37,Debit Card,New York
7543,7544,2024-09-13,Entertainment,71.45,Mobile Payment,New York
7544,7545,2024-08-26,Food,97.67,Debit Card,New York
7545,7546,2024-02-28,Utilities,297.66,Debit Card,Houston
7546,7547,2024-03-31,Transportation,106.58,Mobile Payment,New York
7547,7548,2023-12-18,Transportation,165.65,Cash,Houston
7548,7549,2023-11-24,Food,402.02,Cash,Houston
7549,7550,2024-06-28,Entertainment,415.27,Debit Card,Los Angeles
7550,7551,2024-07-05,Utilities,278.72,Debit Card,Los Angeles
7551,7552,2024-03-18,Miscellaneous,94.18,Mobile Payment,Houston
7552,7553,2023-11-10,Food,242.94,Mobile Payment,Los Angeles
7553,7554,2023-10-23,Utilities,463.16,Debit Card,Houston
7554,7555,2024-05-22,Clothing,161.86,Cash,Los Angeles
7555,7556,2023-11-18,Clothing,58.96,Cash,Los Angeles
7556,7557,2024-02-26,Health,142.35,Cash,Los Angeles
7557,7558,2024-05-10,Miscellaneous,359.07,Mobile Payment,Los Angeles
7558,7559,2023-10-09,Entertainment,154.41,Mobile Payment,Chicago
7559,7560,2024-04-26,Food,9.4,Cash,Chicago
7560,7561,2024-03-13,Miscellaneous,263.22,Cash,New York
7561,7562,2023-12-11,Utilities,402.59,Debit Card,Los Angeles
7562,7563,2024-06-08,Utilities,64.74,Cash,Phoenix
7563,7564,2024-01-27,Miscellaneous,238.55,Cash,Los Angeles
7564,7565,2024-01-29,Transportation,491.59,Debit Card,New York
7565,7566,2024-04-26,Clothing,441.09,Credit Card,Chicago
7566,7567,2024-09-07,Miscellaneous,18.38,Cash,New York
7567,7568,2024-08-08,Food,272.11,Credit Card,New York
7568,7569,2024-02-12,Transportation,45.43,Debit Card,Chicago
7569,7570,2024-06-21,Miscellaneous,241.75,Credit Card,Phoenix
7570,7571,2024-06-25,Entertainment,155.81,Credit Card,Chicago
7571,7572,2024-09-17,Utilities,92.97,Cash,Los Angeles
7572,7573,2024-06-06,Health,114.03,Credit Card,Houston
7573,7574,2023-10-29,Food,323.96,Mobile Payment,New York
7574,7575,2024-05-21,Health,350.12,Debit Card,Phoenix
7575,7576,2024-01-20,Entertainment,484.3,Debit Card,Houston
7576,7577,2024-06-30,Utilities,298.18,Cash,New York
7577,7578,2024-04-02,Miscellaneous,335.49,Debit Card,Los Angeles
7578,7579,2023-12-07,Utilities,118.24,Cash,Los Angeles
7579,7580,2024-06-08,Food,232.14,Debit Card,New York
7580,7581,2024-08-14,Utilities,28.22,Credit Card,Houston
7581,7582,2024-01-03,Utilities,404.46,Cash,Houston
7582,7583,2024-02-15,Health,479.66,Mobile Payment,New York
7583,7584,2024-05-09,Transportation,399.66,Debit Card,Los Angeles
7584,7585,2023-12-19,Health,301.38,Credit Card,Chicago
7585,7586,2024-07-01,Transportation,169.31,Debit Card,Chicago
7586,7587,2023-11-01,Clothing,317.07,Debit Card,Chicago
7587,7588,2023-12-28,Miscellaneous,280.6,Mobile Payment,Chicago
7588,7589,2024-06-02,Clothing,89.39,Credit Card,New York
7589,7590,2024-08-30,Transportation,438.87,Mobile Payment,Chicago
7590,7591,2024-08-18,Miscellaneous,209.6,Cash,Phoenix
7591,7592,2023-12-11,Transportation,414.42,Debit Card,Phoenix
7592,7593,2024-05-06,Entertainment,299.33,Cash,New York
7593,7594,2024-07-21,Entertainment,116.88,Credit Card,Los Angeles
7594,7595,2024-01-29,Clothing,227.96,Mobile Payment,Phoenix
7595,7596,2023-12-23,Transportation,490.75,Mobile Payment,New York
7596,7597,2023-12-28,Entertainment,220.26,Credit Card,New York
7597,7598,2023-10-28,Miscellaneous,178.48,Mobile Payment,Houston
7598,7599,2023-11-03,Entertainment,456.73,Mobile Payment,Los Angeles
7599,7600,2024-05-30,Health,295.16,Cash,Houston
7600,7601,2023-11-07,Miscellaneous,445.3,Credit Card,New York
7601,7602,2023-11-10,Transportation,224.03,Cash,Los Angeles
7602,7603,2024-01-22,Entertainment,70.68,Mobile Payment,Phoenix
7603,7604,2024-02-09,Food,69.89,Cash,Houston
7604,7605,2024-08-22,Utilities,72.69,Debit Card,Los Angeles
7605,7606,2023-10-16,Health,237.99,Credit Card,New York
7606,7607,2024-08-08,Food,46.23,Mobile Payment,Phoenix
7607,7608,2024-09-06,Utilities,178.8,Credit Card,Los Angeles
7608,7609,2024-03-31,Clothing,462.47,Cash,New York
7609,7610,2024-08-29,Health,348.7,Cash,Houston
7610,7611,2024-06-20,Miscellaneous,405.08,Mobile Payment,Phoenix
7611,7612,2024-08-16,Miscellaneous,421.08,Debit Card,Chicago
7612,7613,2024-03-28,Entertainment,381.34,Mobile Payment,Chicago
7613,7614,2024-05-27,Utilities,331.22,Credit Card,Houston
7614,7615,2023-11-09,Transportation,398.41,Credit Card,New York
7615,7616,2023-09-30,Transportation,361.57,Cash,New York
7616,7617,2024-02-18,Entertainment,478.6,Debit Card,Chicago
7617,7618,2024-06-09,Entertainment,355.19,Mobile Payment,Los Angeles
7618,7619,2024-07-16,Entertainment,222.28,Mobile Payment,Chicago
7619,7620,2024-01-25,Health,5.67,Credit Card,New York
7620,7621,2024-09-06,Utilities,154.99,Cash,Phoenix
7621,7622,2024-07-09,Utilities,94.86,Credit Card,New York
7622,7623,2023-10-01,Miscellaneous,169.23,Cash,Los Angeles
7623,7624,2024-06-15,Food,157.37,Cash,Phoenix
7624,7625,2024-09-03,Health,437.84,Debit Card,Houston
7625,7626,2024-03-01,Utilities,383.89,Cash,Los Angeles
7626,7627,2024-06-01,Utilities,258.17,Debit Card,Phoenix
7627,7628,2024-07-02,Miscellaneous,153.86,Debit Card,Chicago
7628,7629,2024-05-10,Transportation,165.12,Mobile Payment,New York
7629,7630,2024-06-20,Clothing,177.06,Credit Card,Chicago
7630,7631,2024-08-21,Entertainment,187.11,Mobile Payment,Phoenix
7631,7632,2024-07-17,Clothing,181.84,Mobile Payment,New York
7632,7633,2024-07-08,Utilities,275.82,Cash,Los Angeles
7633,7634,2024-09-24,Food,311.29,Credit Card,Houston
7634,7635,2024-09-25,Health,261.32,Mobile Payment,Houston
7635,7636,2024-06-08,Miscellaneous,47.27,Cash,Houston
7636,7637,2024-08-30,Food,31.43,Mobile Payment,Los Angeles
7637,7638,2024-01-12,Miscellaneous,197.6,Mobile Payment,Houston
7638,7639,2024-06-13,Utilities,483.12,Cash,Phoenix
7639,7640,2024-07-28,Miscellaneous,458.94,Credit Card,Phoenix
7640,7641,2024-01-18,Food,386.56,Credit Card,Phoenix
7641,7642,2024-02-29,Miscellaneous,391.15,Debit Card,Chicago
7642,7643,2023-11-06,Transportation,271.49,Credit Card,Phoenix
7643,7644,2024-09-11,Miscellaneous,124.11,Credit Card,Los Angeles
7644,7645,2024-03-22,Transportation,145.05,Mobile Payment,Los Angeles
7645,7646,2024-08-19,Miscellaneous,212.25,Credit Card,Houston
7646,7647,2024-08-18,Entertainment,71.84,Mobile Payment,Houston
7647,7648,2024-04-26,Entertainment,136.15,Credit Card,Phoenix
7648,7649,2024-07-14,Food,378.07,Credit Card,Phoenix
7649,7650,2023-11-19,Miscellaneous,192.41,Mobile Payment,Phoenix
7650,7651,2024-05-04,Entertainment,493.9,Mobile Payment,Phoenix
7651,7652,2024-03-10,Transportation,72.72,Debit Card,Phoenix
7652,7653,2023-12-21,Health,490.87,Mobile Payment,Los Angeles
7653,7654,2024-02-16,Miscellaneous,88.8,Credit Card,Los Angeles
7654,7655,2024-03-21,Utilities,83.38,Debit Card,Chicago
7655,7656,2023-10-18,Clothing,374.75,Mobile Payment,Houston
7656,7657,2024-08-18,Transportation,423.91,Cash,Chicago
7657,7658,2024-07-29,Food,499.93,Credit Card,New York
7658,7659,2024-01-27,Miscellaneous,419.16,Debit Card,Los Angeles
7659,7660,2023-12-13,Health,43.72,Mobile Payment,Phoenix
7660,7661,2024-02-28,Food,48.19,Mobile Payment,Houston
7661,7662,2024-06-30,Entertainment,44.58,Cash,Los Angeles
7662,7663,2023-12-11,Clothing,30.3,Credit Card,Phoenix
7663,7664,2024-05-11,Transportation,403.81,Mobile Payment,Houston
7664,7665,2024-01-16,Transportation,100.01,Credit Card,New York
7665,7666,2023-10-21,Health,228.61,Mobile Payment,Chicago
7666,7667,2024-01-09,Utilities,246.84,Debit Card,Houston
7667,7668,2024-07-09,Entertainment,336.61,Cash,Los Angeles
7668,7669,2024-09-06,Transportation,461.09,Debit Card,Los Angeles
7669,7670,2024-08-20,Transportation,292.82,Mobile Payment,New York
7670,7671,2024-01-07,Health,42.12,Credit Card,Phoenix
7671,7672,2024-02-10,Transportation,338.99,Debit Card,Phoenix
7672,7673,2024-09-04,Transportation,288.56,Debit Card,New York
7673,7674,2024-06-13,Transportation,59.02,Credit Card,New York
7674,7675,2024-05-14,Food,243.48,Mobile Payment,Los Angeles
7675,7676,2023-12-08,Entertainment,185.91,Cash,Phoenix
7676,7677,2024-06-16,Miscellaneous,227.99,Cash,Houston
7677,7678,2024-08-25,Food,365.3,Credit Card,Phoenix
7678,7679,2023-10-25,Utilities,219.44,Cash,Houston
7679,7680,2023-12-26,Clothing,84.03,Credit Card,New York
7680,7681,2024-02-11,Food,11.3,Credit Card,Houston
7681,7682,2024-09-19,Health,270.83,Cash,Los Angeles
7682,7683,2024-07-02,Transportation,26.47,Credit Card,Chicago
7683,7684,2024-09-25,Miscellaneous,86.58,Mobile Payment,Chicago
7684,7685,2024-04-17,Food,35.35,Mobile Payment,New York
7685,7686,2023-10-04,Clothing,483.27,Credit Card,Los Angeles
7686,7687,2024-08-30,Transportation,252.85,Cash,Phoenix
7687,7688,2024-03-16,Food,407.82,Debit Card,Phoenix
7688,7689,2023-12-25,Transportation,440.22,Debit Card,New York
7689,7690,2024-09-27,Food,141.24,Credit Card,New York
7690,7691,2024-02-05,Food,172.88,Cash,Los Angeles
7691,7692,2024-01-03,Miscellaneous,251.14,Credit Card,Los Angeles
7692,7693,2024-09-16,Miscellaneous,496.39,Debit Card,Houston
7693,7694,2024-07-13,Clothing,224.87,Cash,Houston
7694,7695,2024-09-08,Transportation,64.63,Cash,Phoenix
7695,7696,2023-10-06,Utilities,248.01,Debit Card,Chicago
7696,7697,2023-11-21,Miscellaneous,19.78,Mobile Payment,New York
7697,7698,2024-05-16,Entertainment,446.85,Debit Card,Phoenix
7698,7699,2024-03-04,Entertainment,134.05,Credit Card,Houston
7699,7700,2023-12-05,Food,21.1,Cash,Houston
7700,7701,2024-07-30,Entertainment,169.44,Credit Card,Chicago
7701,7702,2024-07-19,Utilities,435.76,Mobile Payment,Los Angeles
7702,7703,2024-02-04,Clothing,161.44,Credit Card,Chicago
7703,7704,2023-10-03,Health,471.41,Cash,Los Angeles
7704,7705,2024-05-13,Transportation,19.59,Mobile Payment,Los Angeles
7705,7706,2023-10-21,Transportation,168.55,Credit Card,New York
7706,7707,2024-06-10,Miscellaneous,291.94,Mobile Payment,Chicago
7707,7708,2023-10-14,Miscellaneous,151.95,Cash,New York
7708,7709,2024-09-25,Transportation,98.59,Mobile Payment,Chicago
7709,7710,2024-09-10,Entertainment,347.68,Debit Card,New York
7710,7711,2024-05-24,Health,330.73,Credit Card,Los Angeles
7711,7712,2024-06-07,Miscellaneous,141.87,Mobile Payment,Chicago
7712,7713,2024-09-15,Utilities,122.75,Credit Card,Phoenix
7713,7714,2023-12-21,Clothing,129.96,Mobile Payment,Houston
7714,7715,2024-03-25,Transportation,156.28,Debit Card,New York
7715,7716,2024-05-03,Entertainment,459.22,Mobile Payment,Phoenix
7716,7717,2023-12-19,Miscellaneous,98.95,Cash,Phoenix
7717,7718,2024-05-19,Miscellaneous,38.24,Cash,Houston
7718,7719,2024-02-18,Entertainment,61.34,Debit Card,New York
7719,7720,2024-04-05,Miscellaneous,424.48,Mobile Payment,Chicago
7720,7721,2024-09-19,Miscellaneous,58.94,Debit Card,Houston
7721,7722,2024-03-30,Food,334.48,Cash,Los Angeles
7722,7723,2024-09-03,Health,276.34,Cash,Chicago
7723,7724,2024-08-24,Health,71.68,Mobile Payment,Houston
7724,7725,2024-05-23,Utilities,224.65,Credit Card,Phoenix
7725,7726,2024-08-29,Food,89.63,Cash,Houston
7726,7727,2023-10-01,Utilities,149.62,Credit Card,New York
7727,7728,2023-11-17,Food,129.31,Cash,Phoenix
7728,7729,2023-10-30,Clothing,411.62,Cash,Chicago
7729,7730,2024-09-27,Transportation,47.03,Cash,Chicago
7730,7731,2024-02-12,Clothing,273.4,Mobile Payment,Chicago
7731,7732,2023-10-27,Entertainment,428.52,Credit Card,Phoenix
7732,7733,2023-10-26,Food,144.28,Debit Card,New York
7733,7734,2024-07-11,Clothing,150.13,Credit Card,Houston
7734,7735,2024-02-25,Clothing,311.59,Credit Card,Houston
7735,7736,2024-06-25,Health,57.02,Credit Card,Phoenix
7736,7737,2024-06-22,Health,131.22,Mobile Payment,Houston
7737,7738,2024-03-26,Clothing,274.83,Mobile Payment,Houston
7738,7739,2024-06-09,Health,292.64,Cash,Chicago
7739,7740,2024-08-22,Entertainment,496.74,Mobile Payment,Houston
7740,7741,2023-09-29,Transportation,224.86,Credit Card,Chicago
7741,7742,2024-05-20,Miscellaneous,46.26,Cash,Los Angeles
7742,7743,2024-05-24,Miscellaneous,87.9,Mobile Payment,Los Angeles
7743,7744,2024-03-29,Food,307.01,Debit Card,Phoenix
7744,7745,2023-10-15,Clothing,482.55,Credit Card,Los Angeles
7745,7746,2023-12-05,Health,167.27,Cash,Chicago
7746,7747,2024-09-05,Entertainment,389.76,Mobile Payment,Los Angeles
7747,7748,2023-10-05,Transportation,495.71,Credit Card,Chicago
7748,7749,2024-05-22,Miscellaneous,271.34,Mobile Payment,Phoenix
7749,7750,2024-02-13,Miscellaneous,367.96,Credit Card,New York
7750,7751,2024-06-25,Transportation,404.62,Debit Card,Phoenix
7751,7752,2024-04-20,Food,98.38,Cash,Houston
7752,7753,2024-03-26,Transportation,386.21,Cash,Chicago
7753,7754,2024-07-01,Utilities,470.66,Cash,Houston
7754,7755,2023-10-18,Utilities,93.56,Debit Card,New York
7755,7756,2024-03-08,Miscellaneous,44.44,Cash,Houston
7756,7757,2024-06-21,Entertainment,182.64,Mobile Payment,Phoenix
7757,7758,2023-12-19,Transportation,443.87,Debit Card,Chicago
7758,7759,2023-11-26,Miscellaneous,197.79,Mobile Payment,Chicago
7759,7760,2024-08-29,Utilities,377.92,Credit Card,Houston
7760,7761,2023-10-25,Entertainment,439.78,Cash,Houston
7761,7762,2023-11-24,Entertainment,182.78,Debit Card,Chicago
7762,7763,2024-08-17,Miscellaneous,131.42,Mobile Payment,New York
7763,7764,2023-10-18,Clothing,66.41,Credit Card,Chicago
7764,7765,2024-07-19,Food,394.27,Debit Card,Los Angeles
7765,7766,2024-05-16,Food,199.34,Cash,Houston
7766,7767,2024-06-08,Transportation,492.67,Debit Card,Chicago
7767,7768,2024-02-16,Food,344.22,Debit Card,Chicago
7768,7769,2024-07-16,Miscellaneous,220.76,Cash,Phoenix
7769,7770,2024-04-29,Entertainment,63.91,Debit Card,Houston
7770,7771,2023-12-31,Health,187.65,Debit Card,Chicago
7771,7772,2024-07-15,Entertainment,431.01,Mobile Payment,Houston
7772,7773,2023-11-15,Entertainment,370.79,Cash,New York
7773,7774,2024-09-06,Entertainment,63.05,Debit Card,Los Angeles
7774,7775,2024-01-13,Transportation,238.76,Debit Card,Houston
7775,7776,2024-08-06,Miscellaneous,326.81,Cash,New York
7776,7777,2023-12-11,Food,158.79,Credit Card,New York
7777,7778,2023-12-22,Miscellaneous,184.37,Cash,Los Angeles
7778,7779,2024-06-20,Miscellaneous,39.86,Debit Card,Chicago
7779,7780,2023-11-01,Clothing,252.74,Mobile Payment,New York
7780,7781,2024-04-21,Utilities,266.06,Credit Card,Phoenix
7781,7782,2023-12-13,Transportation,163.12,Mobile Payment,Los Angeles
7782,7783,2024-06-10,Utilities,393.98,Credit Card,Los Angeles
7783,7784,2024-05-19,Health,366.41,Mobile Payment,Los Angeles
7784,7785,2023-11-07,Clothing,265.38,Cash,Chicago
7785,7786,2023-11-16,Health,393.37,Cash,Chicago
7786,7787,2024-09-14,Utilities,84.39,Credit Card,Phoenix
7787,7788,2024-05-01,Miscellaneous,57.82,Cash,New York
7788,7789,2023-10-29,Utilities,361.97,Credit Card,Chicago
7789,7790,2024-06-16,Health,361.44,Credit Card,Los Angeles
7790,7791,2024-02-07,Clothing,261.16,Cash,Chicago
7791,7792,2023-10-17,Clothing,92.07,Credit Card,New York
7792,7793,2023-11-30,Clothing,397.74,Credit Card,Chicago
7793,7794,2024-07-11,Food,123.97,Cash,Phoenix
7794,7795,2023-11-02,Entertainment,156.38,Cash,Chicago
7795,7796,2023-11-24,Clothing,103.66,Mobile Payment,Los Angeles
7796,7797,2024-06-20,Health,82.59,Mobile Payment,Phoenix
7797,7798,2023-10-28,Food,356.84,Debit Card,Phoenix
7798,7799,2024-03-07,Transportation,301.5,Credit Card,Los Angeles
7799,7800,2024-01-01,Miscellaneous,396.5,Debit Card,Los Angeles
7800,7801,2023-12-28,Health,217.65,Mobile Payment,Los Angeles
7801,7802,2024-08-03,Entertainment,216.6,Cash,Houston
7802,7803,2024-02-09,Food,72.85,Debit Card,Los Angeles
7803,7804,2023-11-04,Utilities,359.8,Credit Card,New York
7804,7805,2024-02-20,Miscellaneous,78.72,Cash,Phoenix
7805,7806,2023-12-27,Miscellaneous,175.29,Mobile Payment,Houston
7806,7807,2024-01-02,Food,489.97,Credit Card,Phoenix
7807,7808,2024-02-14,Transportation,159.5,Cash,Los Angeles
7808,7809,2024-03-22,Miscellaneous,127.65,Cash,Los Angeles
7809,7810,2024-07-17,Food,175.31,Debit Card,Phoenix
7810,7811,2023-12-02,Clothing,377.42,Mobile Payment,Los Angeles
7811,7812,2024-04-24,Health,337.16,Mobile Payment,Houston
7812,7813,2024-06-25,Miscellaneous,59.47,Debit Card,Houston
7813,7814,2023-11-14,Food,203.09,Mobile Payment,Phoenix
7814,7815,2023-12-19,Entertainment,116.09,Cash,Chicago
7815,7816,2023-10-04,Health,28.79,Mobile Payment,Houston
7816,7817,2024-07-02,Clothing,347.4,Cash,New York
7817,7818,2024-01-10,Clothing,158.96,Credit Card,New York
7818,7819,2024-08-25,Health,125.42,Mobile Payment,Chicago
7819,7820,2024-01-10,Entertainment,207.04,Credit Card,Chicago
7820,7821,2023-10-07,Utilities,163.25,Debit Card,New York
7821,7822,2024-05-07,Food,398.12,Credit Card,New York
7822,7823,2024-05-06,Transportation,117.05,Credit Card,Houston
7823,7824,2024-01-12,Transportation,336.91,Mobile Payment,Phoenix
7824,7825,2023-12-16,Food,205.44,Mobile Payment,Chicago
7825,7826,2023-10-18,Entertainment,81.06,Cash,Los Angeles
7826,7827,2024-04-23,Entertainment,161.31,Cash,Houston
7827,7828,2024-05-06,Food,377.93,Mobile Payment,Phoenix
7828,7829,2023-11-02,Health,77.14,Mobile Payment,Chicago
7829,7830,2024-07-18,Food,199.31,Cash,Houston
7830,7831,2024-07-30,Clothing,300.59,Debit Card,New York
7831,7832,2023-12-28,Miscellaneous,401.12,Debit Card,Chicago
7832,7833,2023-12-27,Clothing,465.38,Credit Card,Phoenix
7833,7834,2024-08-10,Entertainment,125.66,Mobile Payment,New York
7834,7835,2024-09-27,Transportation,179.4,Mobile Payment,Houston
7835,7836,2024-03-01,Entertainment,306.93,Debit Card,New York
7836,7837,2024-02-11,Miscellaneous,307.41,Cash,Phoenix
7837,7838,2024-04-11,Entertainment,214.62,Cash,New York
7838,7839,2024-05-12,Miscellaneous,406.96,Debit Card,Los Angeles
7839,7840,2024-09-14,Health,191.99,Credit Card,Houston
7840,7841,2024-01-27,Clothing,129.74,Debit Card,Los Angeles
7841,7842,2024-08-22,Utilities,229.18,Cash,Houston
7842,7843,2024-08-23,Miscellaneous,198.24,Mobile Payment,New York
7843,7844,2024-01-13,Health,256.5,Cash,Los Angeles
7844,7845,2024-02-22,Entertainment,273.71,Mobile Payment,New York
7845,7846,2024-09-12,Entertainment,322.41,Credit Card,Chicago
7846,7847,2024-05-29,Transportation,84.98,Cash,Chicago
7847,7848,2024-06-17,Utilities,372.15,Credit Card,Los Angeles
7848,7849,2023-10-18,Utilities,123.99,Credit Card,Houston
7849,7850,2024-09-25,Clothing,132.36,Credit Card,Houston
7850,7851,2023-12-15,Clothing,414.93,Debit Card,Chicago
7851,7852,2023-10-25,Clothing,379.5,Credit Card,Phoenix
7852,7853,2024-03-16,Clothing,148.68,Debit Card,New York
7853,7854,2024-01-21,Utilities,410.62,Mobile Payment,Los Angeles
7854,7855,2024-05-23,Food,76.89,Debit Card,Los Angeles
7855,7856,2024-05-12,Food,315.51,Mobile Payment,Houston
7856,7857,2024-02-13,Health,353.17,Mobile Payment,Los Angeles
7857,7858,2023-11-29,Transportation,16.01,Cash,Los Angeles
7858,7859,2024-05-08,Transportation,468.67,Mobile Payment,Los Angeles
7859,7860,2024-02-11,Food,201.1,Credit Card,Los Angeles
7860,7861,2023-12-04,Entertainment,145.85,Credit Card,Houston
7861,7862,2024-06-09,Utilities,187.5,Cash,New York
7862,7863,2024-05-01,Food,352.43,Debit Card,New York
7863,7864,2024-04-19,Miscellaneous,19.36,Debit Card,Phoenix
7864,7865,2024-08-04,Entertainment,396.73,Cash,Los Angeles
7865,7866,2024-04-26,Entertainment,390.08,Cash,Chicago
7866,7867,2023-11-03,Food,283.59,Debit Card,Chicago
7867,7868,2023-11-29,Transportation,219.76,Mobile Payment,Los Angeles
7868,7869,2024-04-20,Food,182.67,Credit Card,Chicago
7869,7870,2024-08-27,Utilities,169.36,Mobile Payment,Los Angeles
7870,7871,2024-07-08,Entertainment,362.56,Cash,Chicago
7871,7872,2024-02-16,Utilities,426.21,Mobile Payment,Chicago
7872,7873,2023-10-24,Entertainment,184.74,Debit Card,Phoenix
7873,7874,2023-10-30,Clothing,374.28,Cash,Chicago
7874,7875,2024-09-01,Miscellaneous,389.37,Credit Card,New York
7875,7876,2023-11-23,Entertainment,481.29,Debit Card,New York
7876,7877,2024-04-19,Food,81.87,Mobile Payment,Phoenix
7877,7878,2024-02-12,Clothing,159.55,Cash,Phoenix
7878,7879,2024-08-13,Miscellaneous,15.75,Cash,Phoenix
7879,7880,2023-10-16,Utilities,153.78,Credit Card,Los Angeles
7880,7881,2024-09-25,Entertainment,156.62,Debit Card,Chicago
7881,7882,2024-06-14,Miscellaneous,242.52,Debit Card,Los Angeles
7882,7883,2024-08-15,Utilities,450.37,Credit Card,Los Angeles
7883,7884,2023-10-28,Transportation,315.52,Cash,Chicago
7884,7885,2024-01-04,Utilities,209.42,Mobile Payment,Chicago
7885,7886,2023-10-17,Transportation,461.63,Credit Card,Los Angeles
7886,7887,2024-02-08,Clothing,418.18,Mobile Payment,Chicago
7887,7888,2024-03-16,Health,390.64,Mobile Payment,Chicago
7888,7889,2024-07-25,Miscellaneous,193.91,Mobile Payment,Houston
7889,7890,2024-02-07,Food,119.06,Debit Card,Los Angeles
7890,7891,2024-01-12,Health,281.19,Debit Card,Chicago
7891,7892,2024-07-01,Clothing,250.03,Cash,Chicago
7892,7893,2024-07-08,Food,203.2,Cash,Chicago
7893,7894,2024-07-29,Health,246.59,Credit Card,Houston
7894,7895,2023-11-29,Health,261.12,Debit Card,Houston
7895,7896,2024-02-29,Food,323.63,Mobile Payment,Los Angeles
7896,7897,2024-02-17,Transportation,432.99,Cash,Houston
7897,7898,2023-10-06,Health,202.7,Credit Card,New York
7898,7899,2024-08-02,Entertainment,23.47,Cash,Chicago
7899,7900,2024-09-20,Miscellaneous,344.08,Debit Card,Phoenix
7900,7901,2024-01-23,Utilities,394.43,Cash,Houston
7901,7902,2024-07-09,Miscellaneous,253.02,Mobile Payment,Phoenix
7902,7903,2023-11-29,Health,310.3,Cash,Los Angeles
7903,7904,2023-12-03,Transportation,185.79,Debit Card,Los Angeles
7904,7905,2024-02-23,Health,295.45,Mobile Payment,Houston
7905,7906,2024-03-28,Utilities,320.37,Credit Card,Phoenix
7906,7907,2024-04-01,Health,242.51,Credit Card,Houston
7907,7908,2024-05-05,Miscellaneous,289.32,Mobile Payment,Chicago
7908,7909,2024-05-12,Miscellaneous,445.42,Credit Card,Houston
7909,7910,2024-01-17,Entertainment,139.27,Debit Card,Houston
7910,7911,2024-01-17,Food,201.64,Cash,New York
7911,7912,2024-05-03,Health,488.13,Credit Card,New York
7912,7913,2024-08-24,Health,447.21,Mobile Payment,Los Angeles
7913,7914,2024-09-19,Health,356.17,Mobile Payment,Los Angeles
7914,7915,2024-02-21,Entertainment,148.11,Debit Card,Los Angeles
7915,7916,2024-06-25,Transportation,356.18,Credit Card,New York
7916,7917,2023-11-09,Utilities,189.3,Cash,Phoenix
7917,7918,2023-12-07,Transportation,62.83,Credit Card,Chicago
7918,7919,2023-11-26,Clothing,74.72,Mobile Payment,Phoenix
7919,7920,2024-05-05,Utilities,255.4,Debit Card,Phoenix
7920,7921,2024-01-22,Food,50.61,Credit Card,New York
7921,7922,2024-09-26,Food,217.62,Debit Card,Phoenix
7922,7923,2023-10-28,Utilities,261.09,Mobile Payment,New York
7923,7924,2024-05-23,Utilities,43.86,Cash,Houston
7924,7925,2023-10-18,Health,120.29,Debit Card,Los Angeles
7925,7926,2023-12-07,Food,433.23,Mobile Payment,Chicago
7926,7927,2024-05-21,Transportation,469.73,Mobile Payment,New York
7927,7928,2024-05-10,Entertainment,287.47,Debit Card,Houston
7928,7929,2024-02-18,Entertainment,374.33,Mobile Payment,Houston
7929,7930,2023-12-27,Utilities,216.31,Debit Card,Chicago
7930,7931,2024-09-09,Utilities,444.48,Credit Card,Phoenix
7931,7932,2023-11-05,Miscellaneous,36.8,Mobile Payment,New York
7932,7933,2024-06-25,Miscellaneous,374.0,Credit Card,Phoenix
7933,7934,2024-04-21,Miscellaneous,357.24,Cash,Los Angeles
7934,7935,2023-10-14,Food,308.21,Mobile Payment,Chicago
7935,7936,2024-09-24,Transportation,255.71,Mobile Payment,New York
